#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
64,"It's Not Living (If It's Not With You)","The 1975",75,121,"modern alternative rock, modern rock, pop, pov: indie, rock","Rock, Pop","A Brief Inquiry Into Online Relationships",2018-11-30,04:08,62,84,0,0,53,0,0,-5,C♯/D♭ Major,4,2021-06-15,3TgMcrV32NUKjEG2ujn9eh,"Polydor Records",3B,,https://i.scdn.co/image/ab67616d000048516c582022e90b11f0da287a9a
65,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","Machine Gun Kelly,X Ambassadors,Bebe Rexha",75,82,"ohio hip hop, pop rap, modern alternative rock, modern rock, stomp pop, dance pop, pop","Pop, Rock, Hip Hop","Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha) [From Bright: The Album]",2017-11-18,03:22,65,72,0,0,22,20,0,-5,D#/E♭ Minor,4,2021-05-06,0OI7AFifLSoGzpb8bdBLLV,"Atlantic Records",2A,https://p.scdn.co/mp3-preview/7dda80013be1eaf0d5c2b4980a9b7f98a0748c59?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517a3fbbab0e9fb050a08fa065
66,"Me Niego (feat. Ozuna & Wisin)","Reik,Ozuna,Wisin",74,94,"latin arena pop, latin pop, mexican pop, reggaeton, urbano latino, puerto rican pop, trap latino","Pop, Latin","Ahora",2019-05-31,03:41,78,78,5,0,77,0,60,-4,C Minor,4,2020-06-22,4ggiDYAkJ7Yk8d5xOr7Xjo,"Columbia",5A,https://p.scdn.co/mp3-preview/3da7e66b48de6feb1c9e064101ccec262a9510c8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fa5655f082592103c81d003a
67,"Leave a Light On","Tom Walker",74,69,"indie anthem-folk, uk pop","Folk/Acoustic, Pop","Leave a Light On",2017-10-13,03:05,59,62,2,0,27,10,10,-6,F Major,4,2020-06-22,6lOWoTqVnAWXchddtTH31W,"Relentless Records",7B,https://p.scdn.co/mp3-preview/5e4b3859b14373a8077a9c60e2d5b741cc594f17?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bc1a09ac82f9aa9af62f2ca4
68,"Saturday Sun","Vance Joy",74,100,"folk-pop, modern rock","Pop, Rock","Nation of Two",2018-02-23,03:34,64,86,48,0,71,0,20,-4,G#/A♭ Major,4,2021-06-15,2RiBogNRfulkNf7fVbPOrJ,"Atlantic Records",4B,https://p.scdn.co/mp3-preview/342a7984570355ae44ec71f478203e6b9fbaf368?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519ac709b94022896013465886
69,"Bodak Yellow","Cardi B",74,125,"pop, rap","Pop, Hip Hop","Invasion of Privacy",2018-04-06,03:43,93,70,7,0,49,10,20,-6,B Minor,4,2020-06-22,6KBYefIoo7KydImq1uUQlL,"Atlantic/KSR",10A,https://p.scdn.co/mp3-preview/44c4f56214e6ee44dfc30311e124dfd3ca39f499?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a0caffda54afd0a65995bbab
70,"Look Alive (feat. Drake)","BlocBoy JB,Drake",74,140,"memphis hip hop, rap, tennessee hip hop, trap, canadian hip hop, canadian pop, hip hop, pop rap","Hip Hop, Pop","Simi",2018-05-04,03:01,92,58,0,0,61,30,10,-8,A#/B♭ Major,4,2020-06-22,6HJ34Zyw6bg8yGm28AxLXf,"Bloc Nation",6B,https://p.scdn.co/mp3-preview/b01a13e516a679c1dfdb3fe234c56c7d8ec293b7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485159ba1bf8385cb016e62a26c0
71,"This Feeling","The Chainsmokers,Kelsea Ballerini",74,105,"pop, contemporary country, country","Country, Pop","Sick Boy",2018-12-14,03:17,57,57,6,0,45,0,0,-8,C♯/D♭ Major,4,2022-01-24,4NBTZtAt1F13VvlSKe6KTl,"Disruptor Records/Columbia",3B,https://p.scdn.co/mp3-preview/53d7779c4b67ff499c2b392185999255269760f0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518e26bf4293c9da7a6439607b
72,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","Rudimental,Jess Glynne,Macklemore,Dan Caplen",74,92,"pop dance, uk dance, uk funky, dance pop, pop, uk pop, pop rap, seattle hip hop, neo soul, uk contemporary r&b","Pop, R&B, Electronic, Hip Hop","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2018-01-19,03:30,65,81,19,0,55,0,10,-4,C Major,4,2020-06-22,5CLGzJsGqhCEECcpnFQA8x,"Atlantic Records UK",8B,https://p.scdn.co/mp3-preview/42bed25b46185f77cd30b12cc772ec229c29ff51?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e9f49a29f00d42d7857794a5
73,"Let's Fall in Love for the Night","FINNEAS",74,128,"alt z, la indie, pop, pov: indie","Pop","Blood Harmony",2019-10-04,03:10,74,41,80,0,37,10,10,-8,F Major,4,2021-06-15,6I0KEvFfWszVJiCy5hum4V,"OYOY",7B,https://p.scdn.co/mp3-preview/b9adcc091cca2767e855302d66f843c270cf0138?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851356c394ed66aa49f46ba12f6
74,"Rise","Jonas Blue,Jack & Jack",74,106,"pop, pop dance, tropical house, uk dance, teen pop","Pop, Electronic","Blue",2018-11-09,03:14,69,79,33,0,66,0,20,-5,C♯/D♭ Major,4,2020-06-22,5ZSl6gDoV6bPPxzmLeneV9,"Positiva",3B,,https://i.scdn.co/image/ab67616d000048515b6bcc59c3562a6f362344c6
75,"The Greatest Show","Hugh Jackman,Keala Settle,Zac Efron,Zendaya,The Greatest Showman Ensemble",74,158,"hollywood, show tunes, broadway, movie tunes, post-teen pop, pop","Easy listening, Pop","The Greatest Showman (Original Motion Picture Soundtrack)",2017-12-08,05:02,42,82,0,5,40,10,0,-7,B Minor,4,2020-06-22,4ylWMuGbMXNDgDd8lErEle,"Atlantic Records",10A,https://p.scdn.co/mp3-preview/90116a0dfeb5048e49585dcb48f302e132d9338a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851128057b40732c042c86de1dd
76,"Tequila","Dan + Shay",73,86,"contemporary country, country, country road","Country","Dan + Shay",2018-06-22,03:16,49,58,3,0,49,0,10,-6,B Major,4,2020-06-22,42fw0rxRO2xbesF6mJfd4Y,"Warner Records",1B,https://p.scdn.co/mp3-preview/bf69830f0ee23284aa7559c2f1938ce883797837?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485105e4408393e1c81a8ab1bf26
77,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock,Kendrick Lamar,Future,James Blake",73,137,"conscious hip hop, hip hop, rap, southern hip hop, trap, west coast rap, atl hip hop, art pop, indie soul, indietronica, uk alternative pop","Pop, Hip Hop, R&B","King's Dead (with Kendrick Lamar, Future & James Blake)",2018-01-12,03:49,65,71,0,0,38,30,10,-5,C♯/D♭ Major,4,2020-06-22,51rXHuKN8Loc4sUlKPODgH,"Black Panther (TDE/DMG) PS",3B,,https://i.scdn.co/image/ab67616d000048519edc391d911405ea9f5c320e
78,"Spotlight","Marshmello,Lil Peep",73,150,"brostep, edm, pop, progressive electro house, cloud rap, emo rap, lgbtq+ hip hop","Electronic, Hip Hop, Pop","Spotlight",2018-01-12,02:57,55,82,1,0,62,10,70,-4,G Major,4,2021-08-17,6VrCmhRBFnuGKmtNfk4jDs,"Joytime Collective / Lil Peep",9B,https://p.scdn.co/mp3-preview/a2f2683601c95497e28f26eaa897bb209ffd4b6c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851106de83d0b714c2de73dab41
79,"Plug Walk","Rich The Kid",73,95,"atl hip hop, melodic rap, plugg, rap, trap","Hip Hop","The World Is Yours",2018-03-30,02:55,88,52,20,0,16,10,10,-7,B Major,4,2020-06-22,1ZAyjvIk9YiD76yYy0TEG6,"Rich The Kid / (TDE/ISR PS)",1B,,https://i.scdn.co/image/ab67616d0000485164353426de6dfe0206f6d1d3
80,"Simple","Florida Georgia Line",73,200,"contemporary country, country, country pop, country road, modern country rock","Country, Pop, Rock","Can't Say I Ain't Country",2019-02-15,03:05,36,88,8,0,86,10,10,-4,D#/E♭ Major,4,2020-06-22,4L9Ds4mpD3SuYoWwFUlv16,"BMLG Records",5B,,https://i.scdn.co/image/ab67616d0000485142f67892edff211325a54db4
81,"Taste (feat. Offset)","Tyga,Offset",73,98,"hip hop, pop rap, rap, trap, atl hip hop","Hip Hop","Taste (feat. Offset)",2018-05-16,03:52,88,56,2,0,34,10,10,-7,C Major,4,2020-06-22,5IaHrVsrferBYDm0bDyABy,"Last Kings Music / EMPIRE",8B,https://p.scdn.co/mp3-preview/702f5e809a408eda7da72f9acc9bcaf5d3d6eb00?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a4d73b32e40487605c73cffe
82,"Corazón (feat. Nego do Borel)","Maluma,Nego do Borel",72,198,"latin pop, reggaeton, reggaeton colombiano, trap latino, urbano latino, funk carioca, funk das antigas, funk ostentacao, funk pop, sertanejo universitario","Hip Hop, Country, Pop, Latin","F.A.M.E.",2018-05-18,03:04,72,74,33,0,75,20,20,-6,A Minor,4,2020-06-22,5cepAtqnEQ6yVG6088zMMu,"Sony Music Latin",8A,https://p.scdn.co/mp3-preview/a83a41d659b84cbdba4158bee1a3a3af77718c96?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519fa9c0acaf11becc12d22300
83,"MotorSport","Migos,Nicki Minaj,Cardi B",72,138,"atl hip hop, hip hop, pop rap, rap, trap, hip pop, pop, queens hip hop","Hip Hop, Pop","Culture II",2018-01-26,05:03,90,52,3,0,19,10,30,-5,D Major,4,2020-08-11,4wFjTWCunQFKtukqrNijEt,"Quality Control Music, LLC",10B,,https://i.scdn.co/image/ab67616d000048519c188c494d8bfaf895411890
84,"Say Something (feat. Chris Stapleton)","Justin Timberlake,Chris Stapleton",72,97,"dance pop, pop, contemporary country, outlaw country","Country, Pop","Man of the Woods",2018-02-02,04:38,71,63,10,0,37,0,0,-7,A#/B♭ Major,4,2020-06-22,1LhMopPAallLeaeNutqbgS,"RCA Records Label",6B,https://p.scdn.co/mp3-preview/32c1c015fdc14a2694a580b303853cfa2be6ba4f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514626ff0fee963da605f6aa06
85,"Be Careful","Cardi B",72,152,"pop, rap","Pop, Hip Hop","Invasion of Privacy",2018-04-06,03:30,82,57,3,0,54,40,10,-8,F#/G♭ Minor,4,2020-06-22,2Yl4OmDby9iitgNWZPwxkd,"Atlantic/KSR",11A,https://p.scdn.co/mp3-preview/277142bb1d931a4ac86147e5ffa0ee37742b48fd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a0caffda54afd0a65995bbab
86,"Done for Me (feat. Kehlani)","Charlie Puth,Kehlani",72,112,"pop, viral pop, r&b, rap","Pop, R&B, Hip Hop","Voicenotes",2018-05-11,03:00,86,63,19,0,70,0,0,-4,F#/G♭ Minor,4,2021-08-17,1lsBTdE6MGsKeZCD6llNu7,"Artist Partner",11A,https://p.scdn.co/mp3-preview/0f31a95dabe2d1f4a0bed124055ed5a03c3ac345?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851897f73256b9128a9d70eaf66
87,"1950","King Princess",72,72,"alt z, indie pop, nyc pop","Pop","1950",2018-02-23,03:45,60,54,65,0,27,10,10,-7,E Major,4,2021-06-10,0CZ8lquoTX2Dkg7Ak2inwA,"Zelig Records, LLC./Columbia Records",12B,https://p.scdn.co/mp3-preview/6a254ab6464bd7a364f125b444c1779f6133a399?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851580625d3d07c5b16238c2e69
88,"Jackie Chan","Tiësto,Dzeko,Preme,Post Malone",72,128,"big room, brostep, dutch edm, edm, house, pop dance, slap house, trance, canadian electronic, dutch house, electro house, pop edm, progressive electro house, canadian hip hop, canadian trap, dfw rap, melodic rap, pop, rap","Electronic, Hip Hop, Pop","Jackie Chan",2018-05-18,03:35,75,83,37,0,69,0,0,-3,D#/E♭ Minor,4,2020-06-22,4kWO6O1BUXcZmaxitpVUwp,"Universal Music, a division of Universal International Music BV",2A,,https://i.scdn.co/image/ab67616d000048518c5e26c45a7703cf16f509f7
89,"Freaky Friday (feat. Chris Brown)","Lil Dicky,Chris Brown",72,133,"comedy rap, indie pop rap, pop rap, r&b, rap","Hip Hop, R&B","Freaky Friday (feat. Chris Brown)",2018-03-16,03:36,76,60,15,0,76,20,10,-5,G#/A♭ Major,4,2020-06-22,6dbSBQXCctYSVryynHXaZ4,"Commission/BMG",4B,https://p.scdn.co/mp3-preview/c18b159c39b8e601fbf2ccf42db5173f90a1b3ff?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851306bbb03a74db2f049203224
90,"Dura","Daddy Yankee",72,95,"latin hip hop, reggaeton, trap latino, urbano latino","Hip Hop, Latin","Dura",2018-01-18,03:20,78,84,17,0,84,0,40,-3,C♯/D♭ Major,4,2020-06-22,6KuqAtoeVzxAYOaMveLNpH,"El Cartel Records (EC3)",3B,,https://i.scdn.co/image/ab67616d0000485188b0cdcb7bf3515e40ba20a0
91,"Pray For Me (with Kendrick Lamar)","The Weeknd,Kendrick Lamar",72,101,"canadian contemporary r&b, canadian pop, pop, conscious hip hop, hip hop, rap, west coast rap","R&B, Pop, Hip Hop","Black Panther The Album Music From And Inspired By",2018-02-09,03:31,74,68,8,0,19,0,10,-5,D Major,4,2020-06-22,77UjLW8j5UAGAGVGhR5oUK,"Black Panther (TDE/DMG) PS",10B,,https://i.scdn.co/image/ab67616d00004851c027ad28821777b00dcaa888
92,"Solo (feat. Demi Lovato)","Clean Bandit,Demi Lovato",72,105,"pop, uk dance, uk funky, post-teen pop","Pop, Electronic","Solo (feat. Demi Lovato)",2018-05-17,03:42,74,64,4,0,56,0,30,-5,B Minor,4,2020-06-22,6kPJZM97LwdG9QIsT7khp6,"Atlantic Records UK",10A,https://p.scdn.co/mp3-preview/1f92110d14e654be8fba8b9b8c7aed31082b31e9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485167eda217860e86c43481a5cb
93,"FEFE (feat. Nicki Minaj & Murda Beatz)","6ix9ine,Nicki Minaj,Murda Beatz",71,126,"emo rap, hip pop, pop, queens hip hop, rap, canadian hip hop, canadian trap","Hip Hop, Pop","DUMMY BOY (Revised)",2018-00-00,02:59,93,38,9,0,39,40,10,-9,C♯/D♭ Major,4,2020-06-22,43VXG87ajppI8mO1Mxo8vu,"ScumGang Records / TenThousand Projects, LLC",3B,https://p.scdn.co/mp3-preview/76250f125bb32711ecc5f39392ad8c79a6c68728?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510a4da3f1a72e4ecaabb76370
94,"This Is America","Childish Gambino",71,120,"atl hip hop, hip hop, rap","Hip Hop","This Is America",2018-05-06,03:45,85,46,12,0,55,10,30,-6,F Major,4,2020-06-22,0b9oOr2ZgvyQu88wzixux9,"Wolf+Rothstein/RCA Records",7B,https://p.scdn.co/mp3-preview/1bcfeea49b556230d76931a7d7f7d1bf5423fce6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513504664c17b7b99a3cb7d116
95,"Back To You","Selena Gomez",71,102,"pop, post-teen pop","Pop","13 Reasons Why (Season 2)",2018-05-18,03:30,60,68,10,0,49,0,10,-6,F#/G♭ Major,4,2020-06-22,514rhnksEwHUh6LxXsQ4Y9,"UMGRI Interscope",2B,,https://i.scdn.co/image/ab67616d00004851acc995be2b5bdc62d622ccd3
96,"This Is Me","Keala Settle,The Greatest Showman Ensemble",70,192,"broadway, hollywood, show tunes, movie tunes","Easy listening","This Is Me",2017-10-27,03:54,28,70,1,0,10,10,0,-7,D Major,4,2020-06-22,2xGjteMU3E1tkEPVFBO08U,"Atlantic Records",10B,https://p.scdn.co/mp3-preview/f956356f4a3bf4d34fc93c66e43e6713c85d0a5c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b33c769adce9e164764a7ca0
97,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofía Reyes,Jason Derulo,De La Ghetto",70,95,"latin pop, latin viral pop, mexican pop, reggaeton, dance pop, pop, reggaeton flow, trap latino, urbano latino","Pop, Latin","1, 2, 3 (feat. Jason Derulo & De La Ghetto)",2018-02-16,03:21,79,90,17,0,79,0,0,-3,C♯/D♭ Minor,4,2020-06-22,4QtiVmuA88tPQiCOHZuQ5b,"WEA Latina",12A,https://p.scdn.co/mp3-preview/c4e146731b6ef5c999c7fb1ff97a59e6b5b41bf0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851775d1e288c04237d896e8357
98,"Boo'd Up","Ella Mai",70,82,"r&b, rap, uk contemporary r&b","R&B, Hip Hop","READY",2017-02-22,04:16,56,78,9,0,24,0,0,-5,A#/B♭ Minor,4,2020-06-22,0At2qAoaVjIwWNAqrscXli,"10 Summers / Interscope PS",3A,,https://i.scdn.co/image/ab67616d000048511067b9877d6435ae9ecb26ac
99,"I Miss You (feat. Julia Michaels)","Clean Bandit,Julia Michaels",71,105,"pop, uk dance, uk funky","Pop, Electronic","What Is Love? (Deluxe Edition)",2018-11-30,03:25,69,62,30,0,37,0,10,-7,C Minor,4,2020-06-22,0Ult84lvFuqNvbyXwyRQ58,"Atlantic Records UK",5A,https://p.scdn.co/mp3-preview/8130edc24ce3f1110a625364086ebbf58aa93f21?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485137fb0680110fbb107740de5d
100,"I'm Upset","Drake",70,150,"canadian hip hop, canadian pop, hip hop, pop rap, rap","Hip Hop, Pop","Scorpion",2018-06-29,03:34,90,59,28,0,49,30,0,-8,B Minor,4,2020-06-22,3qN5qMTKyEEmiTZD38BNTT,"Cash Money/Drake LP6",10A,,https://i.scdn.co/image/ab67616d00004851f907de96b9a4fbc04accc0d5
