#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
65,"Dancing With A Stranger (with Normani)","Sam Smith,Normani",75,103,"pop, uk pop, r&b","Pop, R&B","Dancing With A Stranger (with Normani)",2019-01-11,02:51,74,52,45,0,35,0,20,-8,G#/A♭ Major,4,2020-06-22,6Qs4SXO9dwPj5GKvVOv8Ki,"Capitol",4B,,https://i.scdn.co/image/ab67616d000048513b52eca47232bedfbb5e9443
66,"Kill This Love","BLACKPINK",75,132,"k-pop, k-pop girl group, pop","Pop","KILL THIS LOVE",2019-04-05,03:11,76,84,32,0,65,10,20,-5,D Minor,4,2020-06-22,6hvczQ05jc1yGlp9zhb95V,"YG Entertainment, distributed through Interscope Records",7A,https://p.scdn.co/mp3-preview/fa6067ef6fe468b2e97db2e1345b534912320560?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e20e5c366b497518353497b0
67,"Soltera (Remix)","Lunay,Daddy Yankee,Bad Bunny",75,92,"reggaeton, reggaeton flow, trap latino, urbano latino, latin hip hop","Hip Hop, Latin","Épico",2019-10-25,04:26,80,78,36,0,80,0,40,-4,F Major,4,2020-06-22,4t9a07PAghtQMRAIP9FQ7Z,"round2media - LaFamilia",7B,https://p.scdn.co/mp3-preview/6b6350a7f15313501041e862198cef8368140a87?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fddcbb546dd3440b1897c4c7
68,"Shotta Flow (feat. Blueface) [Remix]","NLE Choppa,Blueface",75,120,"memphis hip hop, rap, cali rap","Hip Hop","Cottonwood",2019-12-23,02:56,89,51,3,0,57,40,10,-5,D Major,4,2020-06-22,5BJMeoCXXgbRAWfp6fTulr,"NLE Choppa Entertainment, Inc.",10B,https://p.scdn.co/mp3-preview/bf309d05e57fa7ec0e2831c594463272f424e139?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511e386c4c1a5e8ae2f9bbb3c0
69,"Calma - Remix","Pedro Capó,Farruko",75,127,"latin pop, puerto rican pop, reggaeton, trap latino, urbano latino","Pop, Latin","Calma (Remix)",2018-10-05,03:58,83,77,32,0,76,0,10,-4,B Minor,4,2020-06-22,5iwz1NiezX7WWjnCgY5TH4,"Sony Music Latin",10A,https://p.scdn.co/mp3-preview/4bd327e80f8eab778052e7b0c513a3f49daf6567?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c736f0be0530ea1e1a7fd601
70,"Good as Hell","Lizzo",75,96,"escape room, minnesota hip hop, pop, trap queen","Pop, Hip Hop, R&B","Cuz I Love You (Super Deluxe)",2019-04-17,02:39,68,92,26,0,54,0,40,-3,C Minor,4,2020-06-22,6KgBpzTuTRPebChN0VTyzV,"Nice Life/Atlantic",5A,https://p.scdn.co/mp3-preview/eff7853a768016bf8dbfbd33436a43393fef2d0d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bf7d271b8f3051af3cf0bf55
71,"Grace","Lewis Capaldi",74,104,"pop, uk pop","Pop","Divinely Uninspired To A Hellish Extent",2019-05-17,03:05,72,56,44,0,49,0,10,-6,E Major,4,2020-06-22,0pEkK8MqbmGSX7fT8WLMbR,"Vertigo Berlin",12B,,https://i.scdn.co/image/ab67616d00004851fc2101e6889d6ce9025f85f2
72,"Bohemian Rhapsody - Remastered 2011","Queen",74,144,"classic rock, glam rock, rock","Rock","A Night At The Opera (Deluxe Remastered Version)",1975-11-21,05:54,39,40,29,0,23,0,20,-10,C Minor,4,2020-06-22,7tFiyTwD0nx5a1eklYtX2J,"Hollywood Records",5A,,https://i.scdn.co/image/ab67616d00004851ce4f1737bc8a646c8c4bd25a
73,"Secreto","Anuel AA,KAROL G",74,92,"reggaeton, reggaeton flow, trap boricua, trap latino, urbano latino, reggaeton colombiano","Latin","Secreto",2019-01-15,04:18,81,80,60,1,71,10,10,-4,B Major,4,2020-06-22,5W83ErFkO3aKAIS1WMi6u0,"Anuel AA & Karol G - Secreto",1B,,https://i.scdn.co/image/ab67616d00004851dc67d6f3cc602f02ed7fd932
74,"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie,6ix9ine",74,93,"melodic rap, rap, trap, emo rap","Hip Hop","Hoodie SZN",2018-12-21,03:09,58,66,2,0,43,30,10,-5,A Major,4,2020-06-22,1wJRveJZLSb1rjhnUHQiv6,"Highbridge the Label / Atlantic Records",11B,https://p.scdn.co/mp3-preview/82ea9bcc8461f345226022976ee4bb1b7091cac6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a5c7151899ae5da4f4382d54
75,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)","DJ Snake,Selena Gomez,Ozuna,Cardi B",74,96,"dance pop, edm, electronic trap, pop, pop dance, post-teen pop, puerto rican pop, reggaeton, trap latino, urbano latino, rap","Pop, Electronic, Hip Hop, Latin","Carte Blanche",2019-07-25,03:32,84,80,16,0,62,20,0,-4,G#/A♭ Minor,4,2020-06-22,0KoiMHhqKLoL4xM54rcWYY,"DJ Snake Music Productions Limited",1A,,https://i.scdn.co/image/ab67616d00004851caf82abb2338880577e472be
76,"My Type","Saweetie",74,105,"cali rap, trap queen","Hip Hop, R&B","ICY",2019-03-29,02:06,90,81,0,0,59,20,0,-6,D Major,4,2020-06-22,5KBARWIxeMGkvUax9VtVC9,"ICY/Artistry Records/Warner Records",10B,https://p.scdn.co/mp3-preview/e8db649970a84107daa915d122ebff908019b4e5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485159dc6229be2836d4d432b2f0
77,"I Don't Care (with Justin Bieber)","Ed Sheeran,Justin Bieber",74,102,"pop, singer-songwriter pop, uk pop, canadian pop","Pop","No.6 Collaborations Project",2019-07-12,03:39,80,68,9,0,84,0,0,-5,F#/G♭ Major,4,2020-06-22,0hVXuCcriWRGvwMV1r5Yn9,"Atlantic Records UK",2B,https://p.scdn.co/mp3-preview/437f7bd0260739dd4b37fb89f6b75894e61afe3f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485173304ce0653c7758dd94b259
78,"Truth Hurts","Lizzo",74,158,"escape room, minnesota hip hop, pop, trap queen","Pop, Hip Hop, R&B","Cuz I Love You (Super Deluxe)",2019-04-19,02:53,72,62,11,0,41,10,10,-3,E Minor,4,2020-06-22,3HWzoMvoF3TQfYg4UPszDq,"Nice Life/Atlantic",9A,https://p.scdn.co/mp3-preview/3881b5ad53b2b6f1600bbc3b23a86ae256077ace?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517bebcd2260ef90d7cb7ec0fb
79,"One Thing Right","Marshmello,Kane Brown",73,88,"brostep, edm, pop, progressive electro house, black americana, contemporary country, country, country road","Country, Electronic, Pop","One Thing Right",2019-06-21,03:01,66,63,6,0,44,0,50,-2,E Major,4,2020-06-22,4hPpVbbakQNv8YTHYaOJP4,"RCA Records Label Nashville",12B,https://p.scdn.co/mp3-preview/85369c35fbf8cbcfc40186cb1323d85d2f00aabd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f0d9f552f55d802413da1002
80,"Piece Of Your Heart","MEDUZA,Goodboys",73,124,"edm, pop dance, pop house, uk dance","Electronic","Piece Of Your Heart",2019-02-01,02:32,68,74,4,0,63,0,0,-7,A#/B♭ Minor,4,2020-06-22,1DFD5Fotzgn6yYXkYsKiGs,"Virgin",3A,,https://i.scdn.co/image/ab67616d00004851ead13021d0f2957958081f28
81,"Money","Cardi B",73,130,"pop, rap","Pop, Hip Hop","Money",2018-10-23,03:03,95,59,1,0,22,20,10,-7,G#/A♭ Minor,4,2020-06-22,2GGMabyHXnJmjY6CXhhB2e,"Atlantic/KSR",1A,https://p.scdn.co/mp3-preview/9b2382588021d972339db42f947e740135fa8577?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518d5816c9f31f1187eb30913f
82,"So Am I","Ava Max",73,130,"pop","Pop","Heaven & Hell",2020-09-18,03:03,68,66,7,0,63,0,30,-5,F#/G♭ Major,4,2020-06-22,2Xnv3GntqbBH1juvUYSpHG,"Atlantic Records",2B,https://p.scdn.co/mp3-preview/e07386f9f699fbb4175b9e96002431c0823fe667?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519a95e89d24214b94de36ccf7
83,"Better","Khalid",73,98,"pop, pop r&b","Pop, R&B","Suncity",2018-10-19,03:49,70,59,10,32,11,0,10,-10,C Minor,4,2020-06-22,2OpBganfGk2GVdSlRdxzaX,"Right Hand Music Group, LLC/RCA Records",5A,https://p.scdn.co/mp3-preview/53628306c2f75919230ea58eb3083adabe6a99d5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c43edd2cf01edf73bf0b97a3
84,"Leave Me Alone","Flipp Dinero",73,150,"melodic rap, trap","Hip Hop","LOVE FOR GUALA",2019-11-22,03:15,79,74,11,0,74,0,10,-3,G Major,4,2020-06-22,6V7g6qM8wheMivMWrzbPTM,"Cinematic/Epic/We The Best",9B,https://p.scdn.co/mp3-preview/a87f5eb0c5abca7b0575aeb3cd356b5564e3239c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b164878e278ee736452836c7
85,"emotions","iann dior",73,81,"melodic rap","Hip Hop","nothings ever good enough",2019-05-22,02:11,63,63,1,0,16,0,10,-6,A Major,4,2021-08-17,4n3aUQnIxtVXpDwFvi66VD,"TenThousand Projects, LLC",11B,https://p.scdn.co/mp3-preview/145759877633afb505a56b4692f6d76994705783?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a2088f29c99e149f11e1ef5b
86,"Only Human","Jonas Brothers",73,94,"boy band, pop","Pop","Happiness Begins",2019-06-07,03:03,80,50,11,0,87,0,0,-6,C Major,4,2020-06-22,0DiDStADDVh3SvAsoJAFMk,"Jonas Brothers Recording",8B,,https://i.scdn.co/image/ab67616d00004851de1a3a5eaa0c75bb18e7b597
87,"Otro Trago","Sech,Darell",72,176,"panamanian pop, reggaeton, trap latino, urbano latino, latin hip hop","Hip Hop, Pop, Latin","Sueños",2019-04-19,03:45,75,70,14,0,62,30,10,-5,C Major,4,2020-06-22,1Ej96GIBCTvgH7tNX1r3qr,"Rich Music/Ingrooves Records",8B,https://p.scdn.co/mp3-preview/d7bd6a532115964d6ae4ceb54bf55338a7545890?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518643435482956bab8aa6fcfe
88,"Panini","Lil Nas X",72,154,"lgbtq+ hip hop","Hip Hop","Panini",2019-09-13,01:54,70,59,34,0,48,0,10,-6,F Minor,4,2020-06-22,1000nHvUdawXuUHgBod4Wv,"Columbia",4A,https://p.scdn.co/mp3-preview/e9bf27ec0415fedffcfd48953b80352709664140?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851de048a43d03fb53a466c1c9f
89,"Talk (feat. Disclosure)","Khalid,Disclosure",72,136,"pop, pop r&b, edm, house, indietronica, uk dance","Electronic, Pop, R&B","Free Spirit",2019-04-05,03:17,90,40,5,0,35,10,0,-9,C Major,4,2020-06-22,6TqXcAFInzjp0bODyvrWEq,"Right Hand Music Group, LLC/RCA Records",8B,https://p.scdn.co/mp3-preview/661e932327a67700d06ea7aeebf13de8c5b56d3d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b361ce46dbadbf8a11081b60
90,"How Do You Sleep?","Sam Smith",72,111,"pop, uk pop","Pop","How Do You Sleep?",2019-07-19,03:22,48,68,15,0,35,0,0,-5,C♯/D♭ Minor,5,2020-06-22,6b2RcmUt1g9N9mQ3CbjX2Y,"Capitol",12A,,https://i.scdn.co/image/ab67616d0000485176bc1c851462191faec76bf8
91,"Suge","DaBaby",72,75,"hip hop, north carolina hip hop, pop rap, rap, trap","Hip Hop","Baby On Baby",2019-03-01,02:43,88,66,6,0,84,40,10,-6,D Minor,4,2020-06-22,2gwkD6igEhQbDQegRCcdoB,"South Coast Music Group/Interscope Records",7A,,https://i.scdn.co/image/ab67616d0000485174d72ebd51dd5781d5f83ffd
92,"Giant (with Rag'n'Bone Man)","Calvin Harris,Rag'n'Bone Man",71,122,"dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance, neo soul","Pop, Electronic, R&B","Giant (with Rag'n'Bone Man)",2019-01-11,03:49,81,89,2,0,61,0,0,-4,C♯/D♭ Minor,4,2020-06-22,5itOtNx0WxtJmi1TQ3RuRd,"Columbia",12A,https://p.scdn.co/mp3-preview/5b1a4dd1d2707b17c9115dcb62ed4a4525e69d9c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a9a9d8a16c0b4146fb707c02
93,"Slide Away","Miley Cyrus",71,148,"pop","Pop","SHE IS COMING",2019-05-31,03:53,53,54,17,0,29,0,20,-7,F Major,4,2020-06-22,6QQtHdz4PNJWQX4nrAQGC9,"RCA/Legacy",7B,https://p.scdn.co/mp3-preview/d653a66f494256d889c0e45e05af49e5b1e121cf?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514ddcd4e2f9e71125af2fa97c
94,"Lost Without You","Freya Ridings",71,67,"uk pop","Pop","Freya Ridings",2019-07-19,03:45,39,14,93,0,10,0,0,-9,F#/G♭ Major,3,2020-06-22,3cWI6Hj9LQ0MfMuhw9uSMc,"Good Soldier Records/Capitol Records",2B,,https://i.scdn.co/image/ab67616d00004851692701741cd800811b944be9
95,"Motivation","Normani",71,171,"pop, r&b","Pop, R&B","Motivation",2019-08-16,03:13,60,89,2,0,88,10,30,-4,E Major,4,2020-06-22,0rIAC4PXANcKmitJfoqmVm,"Keep Cool/RCA Records",12B,https://p.scdn.co/mp3-preview/c00c39ca662bf000ebea2faa63d1786d67902de5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b3cccc782ccb68faa42fcc17
96,"Never Really Over","Katy Perry",70,100,"pop","Pop","Never Really Over",2019-05-31,03:43,77,88,19,0,39,0,30,-5,G#/A♭ Major,4,2020-06-22,5PYQUBXc7NYeI1obMKSJK0,"Capitol Records",4B,,https://i.scdn.co/image/ab67616d000048519bea3b79b95f86d1b66ac960
97,"Easier","5 Seconds of Summer",70,176,"boy band, pop","Pop","CALM",2020-03-27,02:38,56,46,48,0,62,20,10,-4,F Major,4,2020-06-22,2bjUEg4jBtKBlPdNrTAppI,"5 Seconds Of Summer/Interscope",7B,,https://i.scdn.co/image/ab67616d00004851726005f0f81903e157d9dbc7
98,"Ladbroke Grove","AJ Tracey",70,134,"grime, uk hip hop, ukg revival","Electronic, Hip Hop","AJ Tracey",2019-02-08,03:10,90,84,9,0,73,20,10,-9,B Minor,4,2020-08-20,7AODNxFNPnKaz4hURLzw5l,"AJ Tracey",10A,https://p.scdn.co/mp3-preview/f83f776a16305f671f82a78bc88560eee0a91c75?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c66802be82ab680ce70ba32a
99,"If I Can't Have You","Shawn Mendes",70,124,"canadian pop, pop, viral pop","Pop","If I Can't Have You",2019-05-03,03:10,69,81,52,0,86,0,10,-4,D Major,4,2020-06-22,6LsAAHotRLMOHfCsSfYCsz,"Island Records",10B,,https://i.scdn.co/image/ab67616d00004851625acd26e0e455312667565f
100,"The London (feat. J. Cole & Travis Scott)","Young Thug,J. Cole,Travis Scott",69,98,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap, conscious hip hop, hip hop, north carolina hip hop, slap house","Hip Hop, Electronic","The London (feat. J. Cole & Travis Scott)",2019-05-23,03:20,80,59,2,0,18,10,10,-7,E Minor,4,2020-06-22,7DcvwMAiqKJQD1rrdfxSDx,"300 Entertainment/Atl",9A,https://p.scdn.co/mp3-preview/71e6ced5da6095a57a34bbb1c2be0b010d1845d4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851137c2d3150118e7157800c5b
